transaction_id,user_id,product,amount,timestamp
c00c7629-d274-49c0-a632-46448344b69b,user_4,mouse,452.08,2025-06-10T23:30:02.042416+00:00
82b1c0dc-a37c-4a06-b2d5-d558eb42a61c,user_15,monitor,813.96,2025-06-10T23:30:02.042432+00:00
ef5f54dd-d1b6-49ab-a1ab-00adce6c1299,user_23,keyboard,584.16,2025-06-10T23:30:02.042458+00:00
0859e3b2-34ec-49c5-abf2-a262886cc797,user_24,headphones,881.6,2025-06-10T23:30:02.042480+00:00
3f93d885-243b-48d5-a7f0-ca7f9b9dd391,user_1,tablet,745.68,2025-06-10T23:30:02.042496+00:00
e91d20be-b1a4-439d-9b49-10272b6a0c8e,user_26,laptop,382.18,2025-06-10T23:30:02.042514+00:00
32899ed7-2c28-4251-8309-7e7ed16c382f,user_23,keyboard,256.04,2025-06-10T23:30:02.042529+00:00
d3c491d8-b18f-4844-9235-849b228dc316,user_15,tablet,486.77,2025-06-10T23:30:02.042558+00:00
c86c58c9-0ed4-4568-9c6f-73b521e8d6b4,user_22,headphones,977.32,2025-06-10T23:30:02.042587+00:00
e6acbc57-a912-46b2-996b-2b120174f661,user_19,webcam,323.9,2025-06-10T23:30:02.042608+00:00
5718aa25-a092-4678-9d21-a4718b64401d,user_41,microphone,235.1,2025-06-10T23:30:02.042636+00:00
d212b474-588f-4239-86d1-b0440188b944,user_39,keyboard,216.87,2025-06-10T23:30:02.042658+00:00
fa7430fa-240e-4964-b03c-feb3665b7cb5,user_4,microphone,901.6,2025-06-10T23:30:02.042674+00:00
77d0c963-535f-4c83-82c7-2eebfa958cc2,user_2,charger,647.25,2025-06-10T23:30:02.042689+00:00
ff733243-aae2-40eb-bfe6-610336a704b6,user_17,charger,248.64,2025-06-10T23:30:02.042708+00:00
25805a47-da16-4481-b487-f8eb5e015cce,user_29,keyboard,754.27,2025-06-10T23:30:02.042723+00:00
0a840f5b-4e6d-4df3-8642-03c4b796f956,user_23,monitor,891.57,2025-06-10T23:30:02.042738+00:00
c6a58dd1-ddb3-4bb5-83f7-eb62706cca61,user_49,charger,154.02,2025-06-10T23:30:02.042756+00:00
24a6cbc5-505d-4a66-af4a-2a14863b71b9,user_17,charger,248.3,2025-06-10T23:30:02.042775+00:00
ea141a13-fb46-4f8f-888d-d7bea1ac2dc2,user_12,headphones,572.56,2025-06-10T23:30:02.042801+00:00
2b4163ca-1831-4022-ba9a-233937c5774c,user_26,microphone,261.37,2025-06-10T23:30:02.042820+00:00
f27b54ee-b708-4f0e-902a-5d32244e3545,user_14,charger,376.23,2025-06-10T23:30:02.042841+00:00
cb92ba0a-6b14-48ee-8be8-22d3f89c5074,user_31,headphones,827.99,2025-06-10T23:30:02.042859+00:00
0b521d8a-9299-4345-ae2b-d3c6afda57fa,user_26,headphones,236.09,2025-06-10T23:30:02.042879+00:00
66f29f03-227f-437d-9c8d-d713fa844d30,user_4,mouse,893.51,2025-06-10T23:30:02.042899+00:00
422f7c34-ba86-44bd-9f56-d179a8380cd0,user_6,microphone,546.19,2025-06-10T23:30:02.042918+00:00
0d6af085-0e17-45a3-b6da-a0e6cf53b46c,user_12,laptop,115.87,2025-06-10T23:30:02.042933+00:00
f256f10e-e30b-4ed6-94f9-cda96a212e86,user_37,headphones,945.18,2025-06-10T23:30:02.042950+00:00
3bfd472b-44b2-4c25-a284-29de5553a409,user_18,headphones,921.39,2025-06-10T23:30:02.042965+00:00
5e06f4d5-fad9-4157-8456-17c14d9bf7b3,user_35,tablet,327.55,2025-06-10T23:30:02.042981+00:00
9c993b30-f8f0-4875-b92f-24315683b3d0,user_20,microphone,814.18,2025-06-10T23:30:02.042998+00:00
a56f63fe-fd7e-497a-9f8b-926485b933d3,user_13,webcam,693.78,2025-06-10T23:30:02.043013+00:00
5de7a023-3487-458e-a6ce-be4942dc23ca,user_11,laptop,73.64,2025-06-10T23:30:02.043029+00:00
41a75b7a-c87f-4f8d-b5b8-406566fba2b9,user_4,monitor,323.69,2025-06-10T23:30:02.043045+00:00
a9960a68-5188-4845-99b4-478a8018507a,user_16,webcam,55.06,2025-06-10T23:30:02.043060+00:00
0a1f97be-a695-4aec-ad12-2dacfb382566,user_15,headphones,649.97,2025-06-10T23:30:02.043076+00:00
6fcb46c5-79c2-4f71-888a-a038f85458f2,user_1,charger,80.69,2025-06-10T23:30:02.043095+00:00
910a6a61-9725-463d-a5f0-72152759634f,user_40,tablet,181.54,2025-06-10T23:30:02.043116+00:00
ee6d7e57-ff54-46f0-8d40-b61698f5299b,user_33,headphones,269.3,2025-06-10T23:30:02.043135+00:00
c2c3b8aa-e1fd-41b6-8a7a-fd03ec4b28db,user_47,keyboard,81.58,2025-06-10T23:30:02.043155+00:00
f624e165-bf5b-4be2-ac8e-45d022a3059a,user_11,microphone,685.46,2025-06-10T23:30:02.043171+00:00
24f7a939-24bf-4135-8db0-10ead2c340d7,user_12,tablet,352.52,2025-06-10T23:30:02.043188+00:00
e17ea50e-676d-4fb4-9308-cd1feea05848,user_1,microphone,27.93,2025-06-10T23:30:02.043207+00:00
35cf5ba3-edeb-4121-9052-fb624fee50db,user_2,keyboard,894.36,2025-06-10T23:30:02.043222+00:00
6ff3142c-fc06-4cc7-87c3-91a323e3d31d,user_48,monitor,229.0,2025-06-10T23:30:02.043239+00:00
06631cef-b04f-4eec-b68a-a4ce8320b522,user_47,charger,933.22,2025-06-10T23:30:02.043254+00:00
c3a74390-7c8a-4725-8c90-702254f8ef80,user_6,tablet,296.52,2025-06-10T23:30:02.043271+00:00
4446bd44-8dad-4ba2-8538-aecc0e6fe040,user_47,mouse,145.83,2025-06-10T23:30:02.043286+00:00
ade3fa5d-688d-4fc2-ab6a-2438914e32f1,user_36,monitor,482.24,2025-06-10T23:30:02.043302+00:00
953897af-1a7e-469f-ad86-eba1f7dbcb58,user_21,laptop,626.39,2025-06-10T23:30:02.043320+00:00
a0cd3a3c-842c-44a3-9de6-28a64478272f,user_8,microphone,479.82,2025-06-10T23:30:02.043336+00:00
74a81491-ce5c-409e-9c11-93355b7ec442,user_8,microphone,444.0,2025-06-10T23:30:02.043354+00:00
bdc5e5f8-92a2-49a2-a211-0ee719ca81e6,user_18,headphones,930.35,2025-06-10T23:30:02.043371+00:00
caa83a62-ccec-4718-8b2a-1129dfcfd272,user_3,microphone,279.26,2025-06-10T23:30:02.043385+00:00
3eda410f-7ffe-426b-bbff-407b4663f43e,user_3,keyboard,495.27,2025-06-10T23:30:02.043402+00:00
8005c4e8-d12b-4dc7-93ef-619e3444d495,user_22,webcam,333.94,2025-06-10T23:30:02.043416+00:00
1cd48f91-3ba8-43fe-9052-b012dfe537c3,user_48,monitor,368.67,2025-06-10T23:30:02.043436+00:00
4d7cffe9-8da4-4bc0-bf02-7dba92dfa2ff,user_10,monitor,361.59,2025-06-10T23:30:02.043456+00:00
cef58da7-8e46-4860-a95a-0996466871d2,user_4,monitor,844.09,2025-06-10T23:30:02.043471+00:00
30f806ee-126c-41a2-a4c7-a925298c2a6f,user_8,laptop,934.64,2025-06-10T23:30:02.043486+00:00
b5aca7cf-39f7-433c-a58c-79558981800f,user_26,charger,973.24,2025-06-10T23:30:02.043503+00:00
0ef03c27-3120-4412-a5f5-27d4ad1c1e1c,user_20,microphone,285.29,2025-06-10T23:30:02.043520+00:00
41f953b5-0f9b-4482-b1bf-dfc41baf9cbf,user_4,mouse,49.56,2025-06-10T23:30:02.043542+00:00
c848abe7-6633-4686-8c5f-66ab14571166,user_27,tablet,234.17,2025-06-10T23:30:02.043564+00:00
938bd825-1f74-4858-b0ac-a9eeeee0ff4e,user_32,monitor,432.18,2025-06-10T23:30:02.043579+00:00
43674370-e777-41dd-a368-9c7c1cffcd60,user_49,monitor,874.28,2025-06-10T23:30:02.043597+00:00
fbcf0ab5-35b1-41af-b6c7-163cdc735cc4,user_1,microphone,981.96,2025-06-10T23:30:02.043614+00:00
48e996f5-e93c-4e23-aad7-145c640a965c,user_11,mouse,742.37,2025-06-10T23:30:02.043643+00:00
f671c035-7e73-41e6-982b-f0330f275cd5,user_33,laptop,452.17,2025-06-10T23:30:02.043674+00:00
6d436bf5-1c6c-4426-98b3-65c3f7576bbc,user_20,headphones,499.79,2025-06-10T23:30:02.043707+00:00
e5cfff52-ac69-4488-8c11-033d959e16f8,user_22,headphones,32.46,2025-06-10T23:30:02.043735+00:00
bcb999dd-9ece-4a85-8c7f-fce94cf7c634,user_31,headphones,865.31,2025-06-10T23:30:02.043772+00:00
